SUN2017,WIND2017
1363.91,47.24
1470.06,45.35
1565.05,46.61
1652,49.57
1733.09,47.1
1809.58,48.54
1881.1,58.42
1944.59,68.23
1999.24,71.63
2041.68,73.8
2075.71,69.89
2111.16,65.61
2136.66,64.2
2152.15,58.7
2160.24,57.05
2169.66,61.1
2167.01,62.54
2157.38,63.09
2141.78,66.19
2129.04,64.56
2106.48,64.59
2080.59,69.68
2048.65,74.93
2007.74,82.42
1953,83.99
1896.82,97.37
1832.63,117.93
1763.52,135.36
1680.84,144.59
1599.23,157.35
1509.16,166.87
1414.54,172.88
1308.78,179.2
1198.5,185.7
1081.79,192.23
952.83,191.11
839.91,194.27
733.52,194.23
618.89,198.3
522.1,190.41
426.1,184.69
345.41,178.23
273.28,174.42
211.94,165.06
161.53,168.31
114.77,174.65
74.4,185.89
39.84,200.15
15.15,214.76
2.14,226.59
0,237.86
0,248.75
0,246.13
0,258.38
0,261.65
0,254.21
0,249.96
0,253.99
0,267.93
0,264.94
0,248.63
0,226.07
0,211.04
0,202.63
0,200.9
0,194.37
0,196.02
0,204.92
0,205.41
0,195.4
0,194.13
0,194.18
0,196.65
0,188.46
0,175.6
0,163.45
0,153.52
0,150.4
0,148.29
0,153.95
0.36,162.83
17.03,172.67
42.65,169.75
78.77,165.56
123.77,159.77
175.4,148.2
238.15,136.83
316.42,137.45
411.65,136.23
513.13,159.53
626.15,173.84
740.02,170.06
843.16,156.24
960.22,143.7
1073.13,133.09
1185.96,132.3
1290.8,136.95
1394.11,149.12
1493.98,157
1581.53,168.22
1654.99,153.68
1727.73,134.74
1795.74,146.1
1856.84,161.64
1930.19,162.53
1958.59,171.83
1961.32,171.11
1983.02,185.96
2021.8,195.27
1968.93,188.53
1880.3,183.06
1943.65,178.21
1946.52,171.16
1873.08,171.37
1865.02,178.72
1844.13,208.82
1799.48,217.88
1850.46,230.31
1826.51,290.45
1767.44,350.91
1665.93,320.08
1620.36,322.76
1602.79,373.96
1433.83,429.13
1358.43,421.44
1280.62,465.36
1235.98,481.69
1180.4,507.69
1106.1,527.79
1047.47,538.14
957.86,537.27
854.51,539.69
768.11,587.78
700.15,667.03
599.1,742.45
499.11,751.17
409.96,746.05
330.81,740.64
259.21,734.77
195.42,717.72
145,710.67
104.03,745.04
68.32,771.27
38.03,783.79
13.8,815.06
2.33,833.97
0,836.76
0,829.71
0,813.5
0,798.7
0,816.76
0,796.44
0,770.35
0,724.88
0,719.09
0,737.91
0,738.5
0,734.22
0,713.79
0,700.5
0,678.36
0,666.1
0,637.42
0,586.09
0,543.93
0,513.61
0,498.92
0,501.84
0,497.62
0,526.17
0,541.83
0,537.56
0,535.34
0,541.56
0,546.81
0,555.22
0.73,570.47
17.09,558.79
41.23,510.49
77.27,486.74
116.37,460.87
165.31,449.17
231.16,441.28
312.11,412.44
406.29,383.28
501.44,366.07
615.91,342.36
742.02,297.58
853.46,276.39
968.6,281.16
1079.9,269.64
1180.33,262.39
1288.87,234.78
1381.82,224.34
1460.48,201.12
1535.02,191.49
1616.9,190.4
1682.04,187.77
1724.21,197.95
1804.91,189.58
1863.79,183.2
1911.61,178.01
1940.12,181.44
1960.74,195.41
1987.51,202.38
2012.76,213.23
2034.01,220.94
2038.67,229.02
2053.45,234.93
2036.75,228.39
2013.08,225.52
2011.06,213.4
1961.53,192.02
1948.73,180.65
1943.45,178.38
1910.29,166.13
1867.31,147.72
1816.43,137.97
1751.59,146.62
1693.64,156.05
1615.51,158.21
1521.43,155.85
1441.95,146.52
1336.14,144.21
1238.94,141.33
1139.75,140.82
1038.18,139.53
938.96,140.56
830.79,146.27
725.98,155.33
617.35,166.52
524.98,184.8
431.72,194.46
344.96,190.52
263.64,188.88
201.36,195.01
148.51,206.85
105.04,217.27
69.9,231.48
41.26,229.93
18.34,241.14
2.84,262.22
0,265.81
0,284.52
0,332.32
0,407.87
0,450.78
0,488.64
0,481.96
0,447.92
0,458.36
0,491.65
0,499.12
0,484.28
0,499.46
0,540.02
0,591.03
0,640.91
0,646.53
0,679.42
0,680
0,708.3
0,604.12
0,569.29
0,592.62
0,627.36
0,619.44
0,654.58
0,705.28
0,736.4
0,766.22
0,813.63
0.38,803.79
18.39,741.19
38.02,761.29
66.69,814.44
110.01,848.32
157.79,835.1
221.98,824.6
286.45,813.28
358.04,740.23
448.22,660.12
549.83,620.38
657.4,574.36
756.37,565.34
853.99,576.95
968.63,611.4
1084.32,638.44
1205.22,635.62
1305.98,656.28
1408.49,685.53
1485.16,717.59
1549.55,735.51
1611.81,768.65
1656.68,810.95
1724.86,827.42
1762.91,845.56
1817.29,845.36
1853.4,880.24
1882.53,932.6
1915.49,906.18
1959.01,900.85
1979.6,1044.4
1980.22,1166.2
1949.48,1212.23
1911.71,1252.36
1868.68,1307.04
1810.77,1321.8
1787.79,1307.82
1749.97,1421.29
1692.8,1466.37
1587.78,1468.79
1478.19,1489.91
1340.1,1539.33
1203.26,1484.7
1163.6,1473.28
1067.16,1509.35
1027.35,1496.87
932.02,1432.77
931.35,1431.41
867.93,1419.68
836.35,1440.67
809.26,1430.72
773.12,1483.8
715.39,1478.94
596.48,1391.08
526.11,1398.14
450.1,1375.2
371.85,1291.98
296.67,1244.67
238.2,1128.65
186.25,1094.16
141.53,1044.02
116.86,901.9
83.66,863.94
48.78,813.33
21.94,758.46
4.22,639.13
0,556.23
0,538.47
0,507.6
0,472.19
0,447.01
0,407.12
0,438.33
0,450.87
0,469.01
0,464.6
0,468.99
0,497.02
0,493.09
0,484.42
0,442.13
0,360.28
0,310.01
0,296.37
0,282.75
0,276.03
0,281.36
0,301.97
0,306.54
0,301.06
0,299.63
0,299.42
0,292.87
0,288.39
0,277.73
0,267.55
0.15,260.81
13.46,240.96
33.1,244.26
58.08,266.33
88.81,291.22
121.67,301.06
167.5,269.46
227.62,248.87
297.8,234.22
388.65,230.55
473.98,239.75
568.88,253.25
662.74,255.28
749.92,246.68
832.6,240.81
911.77,274.58
990.42,355.21
1025.51,424.08
1069.45,479.16
1089.19,509.12
1097.59,571
1091.65,606.7
1112.89,629.58
1212.9,686.33
1308.87,738.94
1396.64,778.56
1416.54,820.56
1457.89,868.32
1490.42,928.75
1607.68,968.95
1707.05,975.9
1824.3,1046.04
1898.6,1152.36
1974.86,1206.49
2018.03,1229.79
2069.78,1256.19
2031.63,1278.08
2009.6,1296.02
1999.6,1321.31
2010.1,1346.09
1939.55,1344.46
1904.45,1344.02
1842,1363.01
1802.77,1355.45
1720.91,1367.96
1686.58,1369.34
1598.21,1361.81
1481.61,1377.72
1385.34,1376.2
1268.14,1392.62
1169.26,1395.25
1054.74,1386.45
951.65,1366.21
811.77,1343.1
684.85,1356.27
574.12,1348.84
466.36,1366.21
368.13,1385.89
280.4,1421.04
205.97,1393.23
153.36,1391.13
106.2,1349.45
64.64,1341.57
28.83,1326.32
9.53,1356.26
1.34,1346.81
0,1323.87
0,1314.53
0,1295
0,1248.54
0,1230.3
0,1220.13
0,1212.2
0,1234.2
0,1254.67
0,1273.09
0,1268.74
0,1263.85
0,1278.57
0,1246.03
0,1225.22
0,1233.88
0,1270.06
0,1273.56
0,1271.48
0,1267.44
0,1267.59
0,1281.32
0,1294.04
0,1307.88
0,1321.33
0,1322.54
0,1324.7
0,1306.06
0,1304.08
0,1308.55
0.18,1312.53
16.91,1281.13
41.06,1301.8
73.6,1307.39
110.68,1319.08
155.77,1317.07
212.34,1300.52
275.86,1315.25
326.79,1326.2
368.75,1271.92
407.93,1261.61
435.92,1243.05
448.44,1258.27
447.7,1295.32
424.37,1311.51
431.24,1292.55
424.31,1286.8
420.74,1286.52
417.18,1312.12
435.3,1321.78
440.27,1327.81
450.34,1291.19
459.8,1288.88
495.66,1296.28
516.26,1329.47
524.35,1403.76
535.74,1397.93
510.74,1416.33
502.64,1397.28
493.83,1477.28
504.31,1458.95
502.23,1467.05
500.38,1453.8
528.52,1425
558.19,1408.46
584.47,1406.31
617.08,1429.46
636.44,1436.48
658.8,1436.61
658.71,1425.6
660.51,1426.26
643.63,1405.87
586.43,1393.6
570.2,1349.55
544.56,1373.75
573.02,1373.94
549.82,1356.98
552.22,1339.12
528.74,1344.19
487.17,1332.98
438.61,1303.59
395.91,1282.11
361.05,1291.5
291.38,1283.3
244.95,1266.6
204.75,1245.54
171.64,1256.27
140.38,1263.5
106.15,1252.72
80.87,1238.18
64.59,1244.58
49.99,1256.75
31.79,1240.87
15.92,1222.02
5.18,1227.01
0.46,1271.27
0,1256.99
0,1217.3
0,1247.67
0,1278.51
0,1262.58
0,1272.9
0,1283.25
0,1235.24
0,1206.78
0,1188.35
0,1178.62
0,1195.46
0,1205.81
0,1220.29
0,1216.17
0,1226.71
0,1232.96
0,1246.61
0,1232.31
0,1219.54
0,1219.95
0,1200.81
0,1181.05
0,1179.47
0,1163.61
0,1109.74
0,1129.48
0,1082.04
0,1063.35
0,1073.38
0,1102.14
1.88,1139.02
8.8,1021.91
20.68,953.04
40.96,962.59
69,1009.41
103.21,1061.69
143.07,1124.27
187.95,1101.21
245.26,1082.18
316.76,1033.89
398.04,1028.79
462.93,1067.2
488.35,1054.07
559.62,1020.82
637.51,1023.18
694.62,1050.87
773.35,1069.16
802.47,1014.07
952.55,1022.82
997.57,1047.93
1020.65,1031.01
1004.13,1006.97
1022.56,1002.45
952.82,989.8
952.25,992.18
915.69,979.46
853.63,969.96
913.93,1014.62
900.98,999.4
918.14,1006.59
927.34,997.87
971.42,1029.37
999.25,1063.79
1071.41,1087.64
1147.35,1099.24
1164.28,1070
1171.51,1066
1213.59,1128.65
1030.98,1190.91
984.26,1159.92
949.46,1198.5
935.24,1271.68
927.18,1285.3
812.43,1327.34
743.44,1359.64
652.76,1363.75
606.26,1370.45
562.28,1345.45
557.17,1346.19
522.5,1306.99
484.29,1288.43
454.95,1261.65
430.31,1224.99
415.12,1250.57
379.02,1286.55
332.44,1258.45
258.95,1216.91
199.64,1191.93
156.39,1189.54
118.44,1185.74
85.43,1173.9
53.46,1167.94
27.66,1162.57
9.45,1185.93
1.15,1216.75
0,1208.59
0,1198.63
0,1210.89
0,1182.17
0,1180.09
0,1131.99
0,1043.6
0,986.93
0,961.62
0,897.46
0,778.39
0,629.36
0,553.67
0,559.04
0,599.89
0,549.49
0,507.97
0,457.84
0,458.9
0,470.57
0,477.14
0,428.83
0,381.28
0,353.32
0,352.34
0,377
0,372.42
0,362.21
0,372.94
0,355.02
0,348.66
8.28,329.05
23.15,325.91
45.19,311.58
76.78,280.21
114.24,258.23
158.64,216.46
208.59,167.79
270.19,134.85
334.53,114.26
395.81,100.05
459.73,90.47
542.58,82.03
615.34,69.68
657.17,60.03
723.08,57.1
787.4,54.66
900.4,47.64
1038.8,46.96
1244.7,51.4
1306.09,51.39
1432.4,54.42
1508.02,63.13
1616.75,67.44
1636.84,63.35
1655.51,60.82
1667.82,61.43
1614.54,60.44
1714.5,56.82
1689.1,54.98
1749.19,52.86
1799.48,53.96
1820.33,54.45
1825.61,54.16
1898.06,52.96
1926.34,52.48
1892.69,52.05
1922.58,52.03
1947.35,53.55
1961.52,53.09
1941.82,54.45
1932.9,55.2
1865.16,69.4
1814.62,76.27
1726.4,84.12
1665.02,95.78
1579.13,103.46
1488.36,116.7
1388.22,127.48
1267.28,142.15
1166.89,144.74
1049.46,149.49
924.57,156.28
813.28,164.19
697.1,169.98
580.94,169.87
476.69,179.26
377.16,192.15
289.01,199.5
214.99,207.03
151.98,208.11
103.26,217.19
65.81,222.9
38.04,242.83
17.79,258.69
4.27,278.39
0.01,318.57
0,349.99
0,358.82
0,373.78
0,378.5
0,400.36
0,430.41
0,424.49
0,433.75
0,434.09
0,424.82
0,391.43
0,359.26
0,337.86
0,329.95
0,333.32
0,341.07
0,356.01
0,366.02
0,368.16
0,366.97
0,383.09
0,392
0,390.43
0,369.9
0,388.75
0,374.84
0,374.79
0,384.42
0,383.01
0,369.12
13.65,361.64
38.11,347.34
68.42,334.3
103.59,309.38
138.33,316.06
176.47,297.25
209.59,275.65
236.83,246.9
263.12,253.78
315.22,269.87
358.86,298.41
388.29,272.57
393.2,238.14
442.17,213.37
499.89,197.72
571.11,193.12
641,174.75
677.67,176.39
713.25,158.53
765.02,184.39
800.45,165.29
810.4,179.44
811.54,162.89
856.64,156.38
884.09,141.21
895,124.61
908.7,128.11
914.74,129.65
884.49,137.41
848.53,139.3
778.68,143.11
715.63,152.38
667.13,153.66
656.35,147.33
657.77,150.27
663.74,160.19
671.69,171.86
637.77,196.93
613.9,226.48
580.31,232.25
573.8,250.87
546.09,272.07
545.67,312.2
522.45,344.92
512.36,370.32
488.02,382.14
482.36,426.74
478.62,462.78
469.01,456.56
434.11,466.22
423.52,422.46
392.55,405.22
388.67,432.65
395.18,398.03
373.82,381.73
310.06,366.17
225.7,379
167.67,386.02
126.24,404.8
88.25,415.55
58.78,412.88
33.44,409.41
16.57,419.88
5.86,432.94
0.71,397.78
0,408.51
0,455.29
0,469.45
0,499.44
0,548.62
0,551.01
0,511.53
0,476.37
0,489.62
0,482.93
0,504.51
0,496.01
0,427.75
0,389.73
0,351.52
0,327.77
0,351.92
0,371.59
0,373.51
0,333.89
0,345.31
0,363.39
0,369.72
0,381.83
0,317.29
0,283.98
0,240.22
0,198.86
0,198.25
0,209.63
0,224.69
2.33,225.68
10.14,228.65
22.49,268.76
37.48,262.72
57.56,287.43
84.24,286.64
109.49,298.08
147.45,304.13
191.22,322
248.55,359.46
294.33,358.72
333.33,374.26
347.06,397.45
330.96,405.85
310.66,444.71
296.05,452.23
292.86,432.02
330.95,439.09
366.53,502.72
387.33,532.94
374.5,547.59
388.69,579.24
365.94,618.51
341.75,668.12
349.18,648.03
367.36,649.83
381.8,620.77
412.51,677.35
427.43,719.43
451.59,703.66
487.41,703.4
502,712.14
489.69,709.84
480.8,711.97
504.86,680.12
520.09,627.45
563.62,552.73
581.81,525.9
625.47,530.46
645.69,514.44
690.91,501.08
775.18,501.49
863.83,503.56
911.35,500.89
936.06,500.68
1035.66,493.8
1052.7,496.76
1072.3,535.09
965.96,552.02
918.1,540.57
880.33,498.64
792.97,483.63
642.27,485.04
583.68,561.11
460.39,575.28
389.22,602.01
322.41,482.6
268,466.82
207.57,464.21
152.39,459.98
94.2,443.68
62.07,437.96
42.87,431.57
21.61,435.13
5.52,435.84
0,415.33
0,391.83
0,412.67
0,423.13
0,408.29
0,367.85
0,345.94
0,333.19
0,342.18
0,329.81
0,331.11
0,318.88
0,337.56
0,345.16
0,323.48
0,315.6
0,329.41
0,376.82
0,399.23
0,411.06
0,377.75
0,333.21
0,320.94
0,309.67
0,298.22
0,271.53
0,277.86
0,289.45
0,298.59
0,293.55
0,308.53
1.44,358.32
5.12,362.86
12.62,386.84
24.52,375.14
49.29,371.56
76.84,358.02
101.87,348.72
128.35,326.37
174.9,324.41
214.17,315.7
235.65,320.62
303.95,316.8
377.86,299.48
415.78,293.64
458.24,305.59
581.09,288.18
665.22,277.88
783,302.84
909.46,296.92
951.43,311.69
1003.82,323.93
1106.18,368.07
1117.79,427.78
1253.24,425.44
1316.58,455.31
1377.51,491.14
1442.32,488.3
1479.14,523.38
1488.02,600.72
1465.52,572.63
1425.3,539.64
1413,554.14
1413.71,522.21
1311.15,466.9
1189.03,394.16
1166.46,412.2
1209.67,475.78
1174.38,477.79
1129.16,534.77
1119.55,596.43
1143.23,642.94
1141.11,679.18
1080.77,681.7
998.45,671.54
951.78,810.96
890.22,857.33
825,793.15
817.51,730.67
790.25,682.34
778.78,610.12
700.61,583.78
623.22,525.58
555.96,501.78
505.29,462.8
458.77,434.41
391.87,388.37
332.67,324.89
272.39,278.71
213.23,231.35
153.54,205.58
108.28,188.86
72.91,167.14
39.83,188
15.55,200.72
2.68,208.82
0.01,214.3
0,245.14
0,263.99
0,273.67
0,292.43
0,334.24
0,317.95
0,299.27
0,274.77
0,244.76
0,229.21
0,238.7
0,253.45
0,242.21
0,241.57
0,276.17
0,307.6
0,327.65
0,337.06
0,371.11
0,381.36
0,402.47
0,378.79
0,359.52
0,368
0,347.79
0,343.02
0,302.65
0,281.15
0,257.23
0,270.98
5.22,275.28
19.09,264.1
43.89,273.24
78.62,257.86
124.8,252.82
181.68,235.55
249.82,222.05
336.11,243.79
415.67,226.93
474.09,218.38
520.54,203.76
545.37,245.82
610.69,254.66
614.19,243.22
646.05,230.53
705.74,230.76
763.34,228.04
832.16,228.13
869.68,252.02
924.43,246.67
974.47,230.1
1130.88,229.52
1167,216.34
1220.8,198.38
1247.33,185.29
1287.09,174.6
1313.29,163.05
1329.45,171.28
1300.82,175.25
1292.48,161.07
1228.92,144.48
1196.46,154.42
1193.53,182.62
1204.25,164.06
1130.62,157.34
1150.53,164.82
1092.11,149.69
1093.74,145.79
1137.3,138.06
1145.68,164.05
1147.55,175.32
1071.7,152.21
1044.85,148.6
981.92,149.46
939.17,186.12
915.53,154.37
837.7,167.76
792.33,165.69
718.01,127.5
644.18,83.86
526.64,88.48
444.3,93.22
386.93,87.62
336.34,78.31
293.02,71.32
251.18,64.13
211.02,55.97
171.43,42.91
147.94,46.79
113.19,57.36
78.59,65.58
51.14,76.82
28.14,97.8
8.74,112.67
0.68,134.45
0,175.77
0,197.29
0,218.24
0,239.5
0,251.12
0,287.05
0,323.12
0,348.99
